"NUM_CNPJ_CPF","NOME DO _FORNECEDOR","MUNICIPIO","UF","NUM_FISCAL","DATA NOTA","VALOR DO ITEM","CATEGORIA","LOCAL VIAGEM","UF LOCAL VIAGEM","DAT_INI","DAT_FIM","DSC_OBJETO_EVENTO"
3971190000182,"PANIFICADORA CRISTAL LTDA","SURUBIM","PE",2136,09/12/2016,3916,"FORNECIMENTO DE ALIMENTAÇÃO","CARUARU","PE",07/12/2016,09/12/2016,"VISITA E REPRESA SURUBIM"
7731339000107,"J B N HOTEL LTDA - ME","SURUBIM","PE",8478,09/12/2016,2464,"FORNECIMENTO DE ALIMENTAÇÃO","CARUARU","PE",07/12/2016,09/12/2016,"VISITA E REPRESA SURUBIM"
19787189000132,"CHURRASCARIA BOI DOURADO LTDA - ME","CARUARU","PE",16365,09/12/2016,"1933,91","FORNECIMENTO DE ALIMENTAÇÃO","CARUARU","PE",07/12/2016,09/12/2016,"VISITA E REPRESA SURUBIM"
11322565000101,"EMPORIO DE FATIMA INDUSTRIA E COMERCIO DE PANIFICAÇÃO LTDA","FORTALEZA","CE",2477,09/12/2016,600,"FORNECIMENTO DE ALIMENTAÇÃO","FORTALEZA","CE",07/12/2016,09/12/2016,"ASSINATURA DO DECRETO REGULAMENTAR DA LEI 13.340 DE 28/09/2016, REFERENTE À LIQUIDAÇÃO E RENEGOCIAÇÃO DE DÍVIDA DE CRÉDITO RURAL"
7731339000107,"J B N HOTEL LTDA - ME","SURUBIM","PE",8479,09/12/2016,248,"FORNECIMENTO DE ALIMENTAÇÃO","CARUARU","PE",07/12/2016,09/12/2016,"VISITA E REPRESA SURUBIM"
14949698000109,"COMERCIO VAREJISTA DE ALIMENTOS LTDA","CARUARU","PE",170,09/12/2016,128,"FORNECIMENTO DE ALIMENTAÇÃO","CARUARU","PE",07/12/2016,09/12/2016,"VISITA E REPRESA SURUBIM"
40888794000196,"J COUTO OLIVEIRA LTDA HOTEL VILLAGE","CARUARU","PE",34706,09/12/2016,25,"FORNECIMENTO DE ALIMENTAÇÃO","CARUARU","PE",07/12/2016,09/12/2016,"VISITA E REPRESA SURUBIM"
16092314000100,"PIMENTA'S RESTAURANTE","PAULO AFONSO","BA",14657,09/12/2016,2835,"FORNECIMENTO DE ALIMENTAÇÃO","PAULO AFONSO","BA",07/12/2016,10/12/2016,"VISITA À ESTAÇÃO DE BOMBEAMENTO EBV-3 RESERVATÓRIO SALGUEIRO, DO PROGRAMA DE INTEGRAÇÃO DO SÃO FRANCISCO - PISF"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9069,12/12/2016,2675,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",08/12/2016,13/12/2016,"ATIVIDADE PRIVADA E RECEBER PRÊMIO LIDER DO BRASIL 2016"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9068,12/12/2016,2425,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",08/12/2016,13/12/2016,"ATIVIDADE PRIVADA E RECEBER PRÊMIO LIDER DO BRASIL 2016"
15553508000194,"MELO SILVA PAES E DOCES LTDA-ME","PAULO AFONSO","BA",245,13/12/2016,4156,"FORNECIMENTO DE ALIMENTAÇÃO","PAULO AFONSO","BA",07/12/2016,10/12/2016,"VISITA À ESTAÇÃO DE BOMBEAMENTO EBV-3 RESERVATÓRIO SALGUEIRO, DO PROGRAMA DE INTEGRAÇÃO DO SÃO FRANCISCO - PISF"
15299515000101,"CHURRASCARIA E PIZZARIA CHÃO GOIANO LTDA - ME","PARAUAPEBAS","PA",252,17/12/2016,1696,"FORNECIMENTO DE ALIMENTAÇÃO","CANAÃ DOS CARAJÁS","PA",12/12/2016,17/12/2016,"INAUGURAÇÃO DO PROJETO FERRO CARAJÁS S11D ELIEZER BATISTA"
12774275000161,"SUELI DE FATIMA SIQUEIRA CARDOSO","MOGI DAS CRUZES","SP",16,20/12/2016,3784,"FORNECIMENTO DE ALIMENTAÇÃO","MOGI DAS CRUZES","SP",18/12/2016,21/12/2016,"CERIMÔNIA DE ENTREGA DE UNIDADES HABITACIONAIS DO PROGRAMA MINHA CASA MINHA VIDA"
45821576000158,"PANIFICADORA FLOR DE CUMBICA LTDA","GUARULHOS","SP",17223,20/12/2016,390,"FORNECIMENTO DE ALIMENTAÇÃO","MOGI DAS CRUZES","SP",18/12/2016,21/12/2016,"CERIMÔNIA DE ENTREGA DE UNIDADES HABITACIONAIS DO PROGRAMA MINHA CASA MINHA VIDA"
2227095000106,"MARBOR COMERCIO E SERV. HOTELEIROS LTDA","MOGI DAS CRUZES","SP",23708,20/12/2016,244,"FORNECIMENTO DE ALIMENTAÇÃO","MOGI DAS CRUZES","SP",18/12/2016,21/12/2016,"CERIMÔNIA DE ENTREGA DE UNIDADES HABITACIONAIS DO PROGRAMA MINHA CASA MINHA VIDA"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9075,22/12/2016,11750,"FORNECIMENTO DE ALIMENTAÇÃO","MOGI DAS CRUZES","SP",18/12/2016,21/12/2016,"CERIMÔNIA DE ENTREGA DE UNIDADES HABITACIONAIS DO PROGRAMA MINHA CASA MINHA VIDA"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9076,23/12/2016,975,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",22/12/2016,25/12/2016,"EVENTO PRIVADO"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9077,23/12/2016,75,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",22/12/2016,25/12/2016,"EVENTO PRIVADO"
96579842000119,"PÃES E DOCES CAMILA LTDA","SÃO PAULO","SP",282910,25/12/2016,"186,3","FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",22/12/2016,25/12/2016,"EVENTO PRIVADO"
24322398000140,"ESPECIARYA INDUSTRIA E COMERCIO LTDA","MACEIO","AL",227376,26/12/2016,"4606,42","GENEROS DE ALIMENTAÇÃO","MACEIO","AL",25/12/2016,27/12/2016,"CERIMONIA DE ANÚNCIO DE INVESTIMENTOS EM AÇÕES PARA REDUÇÃO DOS EFEITOS DA SECA E ACESSO A AGUA"
10885380000142,"MAR AZUL RESTAURANTE - LTDA","MACEIO","AL",846,26/12/2016,570,"FORNECIMENTO DE ALIMENTAÇÃO","MACEIO","AL",25/12/2016,27/12/2016,"CERIMONIA DE ANÚNCIO DE INVESTIMENTOS EM AÇÕES PARA REDUÇÃO DOS EFEITOS DA SECA E ACESSO A AGUA"
24322398000140,"ESPECIARYA INDUSTRIA E COMERCIO LTDA","MACEIO","AL",485320,26/12/2016,"180,07","GENEROS DE ALIMENTAÇÃO","MACEIO","AL",25/12/2016,27/12/2016,"CERIMONIA DE ANÚNCIO DE INVESTIMENTOS EM AÇÕES PARA REDUÇÃO DOS EFEITOS DA SECA E ACESSO A AGUA"
23333947000110,"MBV DE ARAÚJO EIRELI - ME","MACEIÓ","AL",1416,27/12/2016,336,"FORNECIMENTO DE ALIMENTAÇÃO","MACEIO","AL",25/12/2016,27/12/2016,"CERIMONIA DE ANÚNCIO DE INVESTIMENTOS EM AÇÕES PARA REDUÇÃO DOS EFEITOS DA SECA E ACESSO A AGUA"
4268700000112,"H S DE ABREU RESTAURANTE ME","MANGARATIBA","RJ",20349,02/01/2017,198,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",26/12/2016,03/01/2017,"PRIVADO"
8860301000105,"RESTAURANTE DOS BOMBEIROS LTDA-GARCIAS GRILL","PORTO ALEGRE","RS",3326,09/01/2017,275,"FORNECIMENTO DE ALIMENTAÇÃO","ESTEIO","RS",05/01/2017,09/01/2017,"ENTREGA DE 61 AMBULÂNCIAS A 61 MUNICÍPIOS DO RIO GRANDE DO SUL"
56308166000124,"PANIFICADORA NOVA CHARM","PRAIA GRANDE","SP",472,12/01/2017,3096,"FORNECIMENTO DE ALIMENTAÇÃO","PRAIA GRANDE","SP",11/01/2017,12/01/2017,"Solenidade de Inauguração da Escola Municipal de Ensino Fundamental Professor Fued Temer"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",1,12/01/2017,1725,"FORNECIMENTO DE ALIMENTAÇÃO","PRAIA GRANDE","SP",11/01/2017,12/01/2017,"Solenidade de Inauguração da Escola Municipal de Ensino Fundamental Professor Fued Temer"
4479993000187,"CAFEFEIRA EXPRESS PIRAI LTDA ME","SÃO PAULO","SP",1840,12/01/2017,10,"GENEROS DE ALIMENTAÇÃO","PRAIA GRANDE","SP",11/01/2017,12/01/2017,"Solenidade de Inauguração da Escola Municipal de Ensino Fundamental Professor Fued Temer"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9079,14/01/2017,1400,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",12/01/2017,15/01/2017,"PRIVADO"
8081060000198,"SILVIO FRANCISCO GOMES CAPELAO PADARIA","RIBEIRAO PRETO","SP",758,19/01/2017,"2989,5","FORNECIMENTO DE ALIMENTAÇÃO","RIBEIRÃO PRETO","SP",17/01/2017,19/01/2017,"CERIMÔNIA DE LANÇAMENTO ""PRÉ-CUSTEIO PARA O PLANO SAFRA 2017/2018"""
74551573000301,"RESTAURANTE FAZENDINHA","RIBEIRÃO PRETO","SP",5127,19/01/2017,"1448,37","FORNECIMENTO DE ALIMENTAÇÃO","RIBEIRÃO PRETO","SP",17/01/2017,19/01/2017,"CERIMÔNIA DE LANÇAMENTO ""PRÉ-CUSTEIO PARA O PLANO SAFRA 2017/2018"""
94629334000172,"BRESCIA ALIMENTOS LTDA-PÃO NO CESTO","PORTO ALEGRE","RS",12603,21/01/2017,2200,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",20/01/2017,21/01/2017,"Velório do Ministro do Supremo Tribunal Federal Teori Zavascki"
8860301000105,"RESTAURANTE DOS BOMBEIROS LTDA-GARCIAS GRILL","PORTO ALEGRE","RS",3948,21/01/2017,1625,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",20/01/2017,21/01/2017,"Velório do Ministro do Supremo Tribunal Federal Teori Zavascki"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9091,21/01/2017,875,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",20/01/2017,21/01/2017,"PRIVADO"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9093,27/01/2017,650,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",27/01/2017,27/01/2017,"AGENDA PRIVADA"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9094,27/01/2017,150,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",27/01/2017,27/01/2017,"AGENDA PRIVADA"
16432693000121,"PLINIO CHURRASCARIA  LTDA ME","SERRA TALHADA","PE",1771,27/01/2017,369,"FORNECIMENTO DE ALIMENTAÇÃO","SERRA TALHADA","PE",26/01/2017,30/01/2017,"Cerimônia de Inauguração do novo Campus de Serra Talhada do Instituto Federal do Sertão de Pernambuco"
70061999000164,"CATARINA RODRIGUES GOMES LIMA","FLORESTA","PE",6784,29/01/2017,2740,"FORNECIMENTO DE ALIMENTAÇÃO","FLORESTA","PE",26/01/2017,30/01/2017,"Solenidade de inauguração da Estação de Bombeamento EBV-3 do eixo Leste do PISF e assinatura da Ordem de Serviço para elaboração do Projeto do Ramal do Agreste Pernambucano"
40865024000128,"MARIA DAS GRAÇAS NOVAES FERRAZ","FLORESTA","PE",1109,29/01/2017,1980,"FORNECIMENTO DE ALIMENTAÇÃO","FLORESTA","PE",26/01/2017,30/01/2017,"Solenidade de inauguração da Estação de Bombeamento EBV-3 do eixo Leste do PISF e assinatura da Ordem de Serviço para elaboração do Projeto do Ramal do Agreste Pernambucano"
11998184000147,"ESTACIO NOGUEIRA DE OLIVEIRA ME","SERRA TALHADA","PE",755,30/01/2017,"6587,5","FORNECIMENTO DE ALIMENTAÇÃO","SERRA TALHADA","PE",26/01/2017,30/01/2017,"Cerimônia de Inauguração do novo Campus de Serra Talhada do Instituto Federal do Sertão de Pernambuco"
11998184000147,"ESTACIO NOGUEIRA DE OLIVEIRA ME","SERRA TALHADA","PE",756,30/01/2017,3610,"FORNECIMENTO DE ALIMENTAÇÃO","SERRA TALHADA","PE",26/01/2017,30/01/2017,"Cerimônia de Inauguração do novo Campus de Serra Talhada do Instituto Federal do Sertão de Pernambuco"
16092314000100,"PIMENTA'S RESTAURANTE","PAULO AFONSO","BA",14684,30/01/2017,3460,"FORNECIMENTO DE ALIMENTAÇÃO","FLORESTA","PE",26/01/2017,30/01/2017,"Solenidade de inauguração da Estação de Bombeamento EBV-3 do eixo Leste do PISF e assinatura da Ordem de Serviço para elaboração do Projeto do Ramal do Agreste Pernambucano"
16432693000121,"PLINIO CHURRASCARIA  LTDA ME","SERRA TALHADA","PE",1172,30/01/2017,"196,8","FORNECIMENTO DE ALIMENTAÇÃO","SERRA TALHADA","PE",26/01/2017,30/01/2017,"Cerimônia de Inauguração do novo Campus de Serra Talhada do Instituto Federal do Sertão de Pernambuco"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",2,30/01/2017,9875,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",28/01/2017,31/01/2017,"Participação na ""Abertura do 2017 Latin America Investiment Conference"""
15553508000194,"MELO SILVA PAES E DOCES LTDA-ME","PAULO AFONSO","BA",251,01/02/2017,3787,"FORNECIMENTO DE ALIMENTAÇÃO","FLORESTA","PE",26/01/2017,30/01/2017,"Solenidade de inauguração da Estação de Bombeamento EBV-3 do eixo Leste do PISF e assinatura da Ordem de Serviço para elaboração do Projeto do Ramal do Agreste Pernambucano"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9099,03/02/2017,200,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",02/02/2017,03/02/2017,"EVENTO PRIVADO"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9114,10/02/2017,750,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",09/02/2017,10/02/2017,"EVENTO PRIVADO"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9116,10/02/2017,175,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",09/02/2017,10/02/2017,"EVENTO PRIVADO"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",3,20/02/2017,7000,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",16/02/2017,20/02/2017,"APRESENTAÇÃO DO PLANO DE MODERNIZAÇÃO E DESBUROCRATIZAÇÃO DA AGRICULTURA E SOLENIDADE DE LANÇAMENTO DO AGRO+SP"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9120,20/02/2017,300,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",16/02/2017,20/02/2017,"APRESENTAÇÃO DO PLANO DE MODERNIZAÇÃO E DESBUROCRATIZAÇÃO DA AGRICULTURA E SOLENIDADE DE LANÇAMENTO DO AGRO+SP"
73849952000310,"ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS EIRELI","SALVADOR","BA",37912,24/02/2017,"1518,09","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",23/02/2017,28/02/2017,"AGENDA PRIVADA"
7950763000142,"EDILENE FERREIRA LEAL-ME","SALVADOR","BA",9856,24/02/2017,360,"FORNECIMENTO DE ALIMENTAÇÃO","SALVADOR","BA",23/02/2017,28/02/2017,"AGENDA PRIVADA"
13471013000190,"JJO COM DE ALIM LTDA - EPP - INDOPAN","SÃO CRISTOVÃO","BA",698,27/02/2017,1602,"FORNECIMENTO DE ALIMENTAÇÃO","SALVADOR","BA",23/02/2017,28/02/2017,"AGENDA PRIVADA"
13471013000190,"JJO COM DE ALIM LTDA - EPP - INDOPAN","SÃO CRISTOVÃO","BA",697,27/02/2017,"262,5","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",23/02/2017,28/02/2017,"AGENDA PRIVADA"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9121,03/03/2017,350,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",02/03/2017,03/03/2017,"AGENDA PRIVADA"
9322819000140,"JOSÉ EDIVALDO SOUZA","CAMPINA GRANDE","PB",3257,10/03/2017,8280,"FORNECIMENTO DE ALIMENTAÇÃO","CAMPINA GRANDE","PB",08/03/2017,11/03/2017,"Visita ao complexo Muntimodas Aluízio Campo e assinatura de Ordem de Serviço para Adequação de Capacidade da BR 320"
23029094000127,"IMPERIAL SUPERMERCADO E PANIFICADORA EIRELI EPP","ARCOVERDE","PE",216,10/03/2017,3792,"FORNECIMENTO DE ALIMENTAÇÃO","SERTANIA","PE",08/03/2017,11/03/2017,"Abertura da comporta do Reservatório de Campos-PE"
3980028000120,"DORGIVAL & ZULEIDE LTDA","ARCOVERDE","PE",17868,10/03/2017,1280,"FORNECIMENTO DE ALIMENTAÇÃO","SERTANIA","PE",08/03/2017,11/03/2017,"Abertura da comporta do Reservatório de Campos-PE"
3980028000120,"DORGIVAL & ZULEIDE LTDA","ARCOVERDE","PE",17867,10/03/2017,620,"FORNECIMENTO DE ALIMENTAÇÃO","MONTEIRO","PB",07/03/2017,11/03/2017,"Cerimônia de Chegada das Águas do Rio São Francisco à Paraiba"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9155,10/03/2017,525,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",10/03/2017,11/03/2017,"ATIVIDADE PRIVADA"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9156,10/03/2017,75,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",10/03/2017,11/03/2017,"ATIVIDADE PRIVADA"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9165,12/03/2017,275,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",11/03/2017,12/03/2017,"ATIVIDADE PRIVADA"
10535696000104,"ERINALDO BEZERRA MELO - ME","MONTEIRO","PB",306,13/03/2017,14567,"FORNECIMENTO DE ALIMENTAÇÃO","MONTEIRO","PB",07/03/2017,11/03/2017,"Cerimônia de Chegada das Águas do Rio São Francisco à Paraiba"
18520941000111,"GHR PARTICIPAÇÕES E EMPREENDIMENTOS TURISMO LTDA","CAMPINA GRANDE","PB",8493,13/03/2017,1199,"FORNECIMENTO DE ALIMENTAÇÃO","CAMPINA GRANDE","PB",08/03/2017,11/03/2017,"Visita ao complexo Muntimodas Aluízio Campo e assinatura de Ordem de Serviço para Adequação de Capacidade da BR 320"
0,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",4,17/03/2017,2900,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",15/03/2017,17/03/2017,"REUNIÃO DO COMITÊ DE LÍDERES DA MOBILIZAÇÃO EMPRESARIAL PELA INOVAÇÃO - MEI"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",5,20/03/2017,6125,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",16/03/2017,20/03/2017,"CERIMÔNIA DE POSSE DO CONSELHO DE ADMINISTRAÇÃO DA AMCHAM"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9218,20/03/2017,200,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",16/03/2017,20/03/2017,"CERIMÔNIA DE POSSE DO CONSELHO DE ADMINISTRAÇÃO DA AMCHAM"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9217,20/03/2017,10,"GENEROS DE ALIMENTAÇÃO","SÃO PAULO","SP",16/03/2017,20/03/2017,"CERIMÔNIA DE POSSE DO CONSELHO DE ADMINISTRAÇÃO DA AMCHAM"
14281894000140,"IPE ESPAÇO GOURMET LTDA","SÃO JOSÉ DO RIO PRETO","SP",2430,23/03/2017,333,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO JOSÉ DO RIO PRETO","SP",20/03/2017,24/03/2017,"CERIMÔNIA DE ENTREGA DE 1300 UNIDADES HABITACIONAIS DO PARQUE RESIDENCIAL DA SOLIDARIEDADE DO PROGRAMA MINHA CASA MINHA VIDA"
8718098000129,"CHURRASCARIA E LANCHONETE 446 LTDA","SÃO JOSÉ DO RIO PRETO/SP","SP",1338,23/03/2017,120,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO JOSÉ DO RIO PRETO","SP",20/03/2017,24/03/2017,"ALMOÇO COM O GOVERNADOR, PREFEITO, EMPRESÁRIOS, SECRETÁRIOS ESTADUAIS E VEREADORES"
8718098000129,"CHURRASCARIA E LANCHONETE 446 LTDA","SÃO JOSÉ DO RIO PRETO/SP","SP",1336,24/03/2017,9280,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO JOSÉ DO RIO PRETO","SP",20/03/2017,24/03/2017,"ALMOÇO COM O GOVERNADOR, PREFEITO, EMPRESÁRIOS, SECRETÁRIOS ESTADUAIS E VEREADORES"
5844359000169,"M.A. BORGES BILOTTA & CIA","SÃO JOSE DO RIO PRETO","SP",9146,24/03/2017,8883,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO JOSÉ DO RIO PRETO","SP",20/03/2017,24/03/2017,"CERIMÔNIA DE ENTREGA DE 1300 UNIDADES HABITACIONAIS DO PARQUE RESIDENCIAL DA SOLIDARIEDADE DO PROGRAMA MINHA CASA MINHA VIDA"
10379449000166,"IPE CENTER HOTEL LTDA","SÃO JOSÉ DO RIO PRETO","SP",2339,24/03/2017,3952,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO JOSÉ DO RIO PRETO","SP",20/03/2017,24/03/2017,"CERIMÔNIA DE ENTREGA DE 1300 UNIDADES HABITACIONAIS DO PARQUE RESIDENCIAL DA SOLIDARIEDADE DO PROGRAMA MINHA CASA MINHA VIDA"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9241,24/03/2017,525,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",23/03/2017,24/03/2017,"Atividade Privada"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9240,24/03/2017,500,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",23/03/2017,24/03/2017,"Atividade Privada"
14281894000140,"IPE ESPAÇO GOURMET LTDA","SÃO JOSÉ DO RIO PRETO","SP",2438,27/03/2017,222,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO JOSÉ DO RIO PRETO","SP",20/03/2017,24/03/2017,"ALMOÇO COM O GOVERNADOR, PREFEITO, EMPRESÁRIOS, SECRETÁRIOS ESTADUAIS E VEREADORES"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",6,28/03/2017,4125,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",27/03/2017,29/03/2017,"Abertura da 10o Brazil Conference do Bank of America Merril Lynch"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",7,29/03/2017,50,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",27/03/2017,29/03/2017,"Abertura da 10o Brazil Conference do Bank of America Merril Lynch"
15425406000193,"DONA OLINDA PADARIA & DELICATESSEN","RIO DE JANEIRO","RJ",607,04/04/2017,14156,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",01/04/2017,04/04/2017,"CERIMÔNIA DE ABERTURA DA 11 EDIÇÃO DA FEIRA LAAD DEFERENCE & SECUTITY 2017"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9,04/04/2017,7700,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",31/03/2017,04/04/2017,"ENCERRAMENTO E JANTAR CONSELHO EMPRESARIAL BRASIL SUECIA COM REI E RAINHA DA SUÉCIA"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",8,04/04/2017,4650,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",01/04/2017,04/04/2017,"SOLENIDADE DE ABERTURA DO GLOBAL CHILD FORUM ON SOUTH AMERICA"
7535345000199,"THIAGO JOSE MEDEIROS SAMPAIO CANTINA - ME","RIO DE JANEIRO","RJ",1,04/04/2017,1560,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",01/04/2017,04/04/2017,"CERIMÔNIA DE ABERTURA DA 11 EDIÇÃO DA FEIRA LAAD DEFERENCE & SECUTITY 2017"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",10,10/04/2017,5075,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",06/04/2017,10/04/2017,"JANTAR DAS ENTIDADES LIBANO-BRASILEIRAS EM HOMENAGEM AO PRESIDENTE DA REPÚBLICA MICHEL TEMER"
11191487000153,"NOVO VÉIA RESTAURANTE E LANCHONETE LTDA ME","TIÊTE","SP",335147,14/04/2017,374,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",13/04/2017,16/04/2017,"PRIVADO"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9309,15/04/2017,1925,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",13/04/2017,16/04/2017,"PRIVADO"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9310,20/04/2017,425,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",20/04/2017,21/04/2017,"RPREUIVNAIDÃO  BILATERAL COM O EXMO SR TARO ASO VICE PRIMEIRO MINISTRO DO JAPÃO E CERIMONIA DE ABERTURA DA JAPAN HOUSE SÃO PAULO"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",11,30/04/2017,4000,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",27/04/2017,30/04/2017,"REUNIÃO BILATERAL COM O EXMO SR TARO ASO VICE PRIMEIRO MINISTRO DO JAPÃO E CERIMONIA DE ABERTURA DA JAPAN HOUSE SÃO PAULO"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9315,30/04/2017,250,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",27/04/2017,30/04/2017,
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9317,05/05/2017,775,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",05/05/2017,06/05/2017,"PRIVADO"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",9326,13/05/2017,1150,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",13/05/2017,14/05/2017,"PRIVADO"
7363122000191,"LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP",12,30/05/2017,9175,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",26/05/2017,30/05/2017,"Participação no jantar por ocasião do Fórum de Investimentos Brasil 2017 e Abertura oficial do Fórum"
